TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
13,F,1,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,D,B,B,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
3,M,1,3,1,2,0,2,1.0,0,1200302.0,Feijó,12.0,AC,2.0,1.0,1.0,1200302,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,511.7,435.8,530.9,632.4,1,1.0,140.0,120.0,120.0,140.0,140.0,660.0,F,E,D,A,4,F,A,C,D,A,C,C,B,B,B,A,A,A,B,A,A,D,A,C,B
6,F,1,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,E,B,A,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A
13,M,1,2,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,400.2,591.3,506.7,398.3,1,1.0,120.0,120.0,120.0,120.0,160.0,640.0,B,B,B,B,2,B,A,B,B,A,B,B,A,B,A,B,A,A,B,A,A,B,B,A,B
10,F,1,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,391.4,346.6,432.4,400.1,1,1.0,100.0,120.0,100.0,80.0,0.0,400.0,G,G,F,B,2,D,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
2,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,427.5,454.6,429.8,459.6,1,1.0,100.0,120.0,140.0,120.0,80.0,560.0,D,E,F,B,6,C,A,B,D,A,C,B,B,A,A,A,A,A,B,A,A,D,A,A,B
6,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,471.3,374.5,,1,1.0,80.0,60.0,60.0,100.0,20.0,320.0,F,G,D,D,5,K,A,D,E,B,B,B,B,B,B,A,A,B,D,B,A,E,A,D,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,455.6,561.4,559.9,394.3,1,1.0,140.0,160.0,140.0,140.0,100.0,680.0,B,B,C,B,4,D,A,B,C,A,B,B,A,B,A,B,A,A,B,B,A,E,A,A,B
2,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,E,F,F,3,B,A,B,D,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B
12,F,2,3,1,1,14,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,E,D,B,5,E,A,B,C,B,A,B,A,B,A,B,A,A,C,A,A,E,A,B,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200609,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,424.9,590.8,559.7,590.8,1,1.0,140.0,140.0,160.0,120.0,140.0,700.0,E,B,C,F,6,C,A,B,E,A,B,B,A,A,B,A,A,A,B,A,A,E,A,A,B
1,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,G,C,D,3,H,A,B,C,B,B,B,A,B,B,B,A,B,B,A,B,D,B,A,B
4,M,1,2,1,1,2,1,,0,,,,,,,,1200450,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,C,C,C,10,B,A,B,D,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A
9,M,1,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,C,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
11,F,1,1,1,1,10,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,0.0,615.8,589.2,0.0,0,1.0,120.0,120.0,120.0,120.0,0.0,480.0,E,G,D,D,2,M,B,D,D,B,A,B,A,B,B,B,A,B,B,A,B,D,A,D,B
4,M,1,2,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,456.7,500.6,495.1,506.1,1,1.0,120.0,40.0,40.0,120.0,40.0,360.0,E,B,F,B,3,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,A,B
12,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,1,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,502.8,450.9,527.8,550.8,0,1.0,140.0,120.0,140.0,100.0,80.0,580.0,E,G,D,D,5,I,A,D,D,B,A,B,A,B,B,B,A,A,E,A,A,E,A,C,B
8,M,0,1,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,403.8,399.3,477.4,613.8,1,1.0,80.0,80.0,80.0,80.0,80.0,400.0,E,D,C,B,6,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
6,F,3,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,D,D,5,B,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,M,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,461.7,438.7,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,F,F,D,D,3,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
6,F,1,4,1,1,4,1,,0,,,,,,,,1200609,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,H,D,B,F,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
3,M,1,0,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,419.2,368.7,424.5,356.7,1,1.0,120.0,100.0,100.0,80.0,0.0,400.0,H,H,F,B,4,B,A,B,D,A,A,A,B,B,B,B,A,A,C,A,A,D,A,A,B
7,F,1,1,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,514.1,543.9,541.0,555.2,0,1.0,140.0,160.0,120.0,120.0,140.0,680.0,C,B,C,A,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
12,M,0,2,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,4,C,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,B
8,M,1,3,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,398.3,603.5,529.4,737.8,1,1.0,120.0,120.0,120.0,140.0,100.0,600.0,H,F,D,B,2,B,A,B,B,A,A,B,B,B,B,A,A,A,B,A,A,B,A,A,B
14,F,3,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,A,B,3,H,A,C,D,B,A,B,B,B,B,A,A,A,B,A,A,D,A,B,B
11,F,1,3,1,1,11,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,561.1,571.3,551.9,587.0,1,1.0,140.0,160.0,140.0,160.0,180.0,780.0,D,E,B,A,4,C,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,E,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,460.6,555.8,538.0,694.5,0,1.0,140.0,200.0,180.0,160.0,100.0,780.0,E,E,F,F,3,G,A,D,C,B,A,B,B,B,A,B,A,B,C,A,A,D,A,C,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,D,D,D,4,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,0,3,1,2,0,2,1.0,0,1200344.0,Manoel Urbano,12.0,AC,2.0,1.0,1.0,1200500,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,472.5,530.5,524.2,375.6,1,1.0,180.0,200.0,200.0,200.0,160.0,940.0,E,E,C,B,3,B,A,B,C,A,B,B,B,B,B,B,A,A,C,A,B,D,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,564.4,603.7,552.9,532.3,0,1.0,140.0,180.0,140.0,140.0,120.0,720.0,F,F,E,E,2,M,A,C,D,C,A,B,A,B,A,A,A,A,D,A,A,D,B,B,B
15,M,2,3,1,1,17,1,,0,,,,,,,,1200450,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,547.4,644.8,559.3,448.2,1,1.0,100.0,180.0,120.0,120.0,80.0,600.0,A,A,F,A,5,D,A,D,D,A,B,B,A,B,A,A,A,A,C,A,A,E,A,B,B
14,F,1,2,1,1,11,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,2,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,A
16,M,0,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,536.6,586.0,491.8,571.0,1,1.0,120.0,120.0,100.0,100.0,180.0,620.0,D,C,B,B,4,C,A,C,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
11,M,2,3,1,1,0,1,,0,,,,,,,,1200500,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,B,B,4,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
4,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,531.0,571.4,565.5,618.7,1,1.0,100.0,120.0,100.0,100.0,80.0,500.0,H,F,F,D,3,E,A,B,D,A,B,B,B,B,B,B,A,A,D,A,A,D,A,B,B
11,F,1,2,1,1,13,1,,0,,,,,,,,1200450,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,C,A,A,2,F,A,B,C,B,A,B,B,B,B,A,A,A,B,A,A,B,A,B,B
9,F,2,3,1,1,7,1,,0,,,,,,,,1200708,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,622.0,624.1,608.1,551.3,0,1.0,120.0,180.0,140.0,140.0,120.0,700.0,B,D,C,D,2,E,A,B,B,B,A,B,B,B,B,A,A,A,C,A,A,C,A,A,B
6,F,1,3,1,4,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,495.3,501.0,465.0,384.6,1,1.0,80.0,120.0,120.0,120.0,60.0,500.0,B,E,B,B,6,E,A,B,C,A,C,B,A,B,A,A,A,A,A,A,A,B,A,A,B
1,F,1,2,1,3,0,1,,1,,,,,,,,1200336,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,E,A,A,5,A,A,B,B,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,B
5,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,528.4,552.5,488.3,459.1,0,1.0,120.0,40.0,40.0,120.0,40.0,360.0,F,F,B,D,2,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,B
10,F,2,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,448.4,531.4,534.7,395.9,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,B,A,B,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
10,F,1,3,1,1,8,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,573.1,613.3,577.9,504.8,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0,G,F,D,B,5,O,A,D,E,C,A,B,B,B,A,B,A,B,E,B,B,E,B,C,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,C,B,5,D,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,500.4,428.3,499.9,568.0,0,1.0,160.0,160.0,200.0,180.0,180.0,880.0,F,G,E,E,4,K,A,D,D,B,A,B,A,B,A,B,A,A,C,A,A,E,A,C,B
6,F,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,429.1,485.0,522.3,463.3,1,1.0,100.0,100.0,120.0,120.0,100.0,540.0,G,E,F,B,2,D,A,B,C,A,B,B,B,B,B,A,A,A,B,A,A,C,A,B,B
2,F,0,1,1,2,0,2,1.0,0,1200302.0,Feijó,12.0,AC,2.0,2.0,1.0,1200302,12,AC,0,1,1,0,,1192.0,1202.0,,,362.9,366.3,,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,E,D,B,A,2,B,A,B,C,A,B,B,A,B,A,A,A,A,A,A,A,C,A,A,B
1,M,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,416.7,605.3,546.1,727.6,0,1.0,160.0,180.0,160.0,200.0,180.0,880.0,F,G,D,D,3,K,A,D,C,B,A,B,B,B,B,B,A,B,D,A,B,D,B,D,B
3,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,340.3,650.3,598.5,331.5,0,1.0,120.0,80.0,100.0,120.0,100.0,520.0,C,F,A,D,4,D,A,C,D,B,A,B,B,B,A,A,A,A,B,A,A,E,A,B,B
9,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,508.6,565.0,600.8,504.6,1,1.0,120.0,120.0,120.0,120.0,140.0,620.0,E,F,E,E,2,D,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,C,A,A,B
10,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,567.4,554.7,539.7,548.6,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,F,F,D,D,2,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,455.7,588.9,534.3,486.7,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,D,E,B,D,5,C,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,D,A,A,B
16,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,5,C,A,C,C,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,470.7,505.7,,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0,D,E,C,B,3,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
12,F,1,5,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,1.0,1.0,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,A,F,A,8,B,A,B,C,A,A,B,B,A,B,A,A,A,A,A,A,D,A,A,A
2,F,1,3,1,2,0,2,1.0,0,1200500.0,Sena Madureira,12.0,AC,2.0,1.0,1.0,1200500,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,420.2,437.1,563.5,460.7,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,H,H,D,B,6,C,A,C,D,B,B,B,B,B,B,A,A,A,B,A,A,E,A,B,B
8,F,1,2,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,589.3,580.3,,1,1.0,120.0,160.0,140.0,120.0,100.0,640.0,H,G,F,D,2,E,A,B,B,A,B,B,A,A,B,A,A,A,B,A,A,C,A,A,B
1,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,434.0,513.3,539.8,590.3,0,1.0,140.0,120.0,120.0,120.0,40.0,540.0,E,E,D,B,4,E,A,B,C,A,C,B,A,B,A,A,A,A,C,A,A,D,A,B,B
6,F,0,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,C,D,6,E,A,B,C,B,A,B,B,B,B,A,A,A,B,A,A,D,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,391.0,404.9,479.0,356.7,1,1.0,80.0,40.0,40.0,100.0,40.0,300.0,D,D,D,B,6,G,A,B,D,B,B,B,A,A,B,A,A,A,B,A,A,D,A,A,B
4,M,1,5,1,1,2,1,,0,,,,,,,,1200351,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,D,C,A,4,E,A,B,D,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,512.2,402.1,438.5,367.0,1,1.0,100.0,160.0,120.0,120.0,120.0,620.0,C,B,C,B,3,B,A,B,C,B,A,B,A,A,B,A,A,A,B,A,A,D,A,A,B
1,F,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,G,D,E,5,H,A,D,D,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
13,M,1,2,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,447.4,372.1,309.7,395.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,A,A,A,A,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
3,M,1,1,1,2,0,3,1.0,0,1200401.0,Rio Branco,12.0,AC,4.0,1.0,1.0,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,523.7,492.8,,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0,G,E,E,D,4,G,A,C,C,B,A,B,B,B,A,B,A,B,B,A,A,E,A,B,B
11,F,2,2,1,1,10,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,B,B,4,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,557.9,625.7,575.0,739.9,0,1.0,160.0,200.0,180.0,180.0,180.0,900.0,G,F,F,F,4,C,C,C,D,B,A,B,B,B,A,B,A,A,C,A,B,D,A,C,B
6,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,2,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
1,M,1,0,1,3,0,1,,1,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,428.2,488.6,452.6,438.8,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0,E,E,D,B,5,F,A,B,D,B,A,B,A,A,A,A,A,A,C,A,A,E,A,A,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,G,F,F,8,F,C,C,E,A,B,C,C,B,B,C,A,B,C,A,A,A,A,B,B
1,M,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,456.6,476.5,415.2,517.5,0,1.0,100.0,160.0,100.0,120.0,80.0,560.0,G,G,D,D,5,K,B,C,D,B,A,B,A,B,A,B,A,B,D,A,A,E,A,B,B
15,F,0,3,1,1,16,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,6,B,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,D,A,A,B
11,F,1,0,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,A,C,B,2,B,A,B,B,B,A,B,A,A,B,A,A,A,B,A,A,C,A,A,B
4,M,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,494.4,508.4,538.0,529.0,0,1.0,120.0,160.0,120.0,120.0,100.0,620.0,E,D,F,D,6,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
4,M,1,2,1,1,0,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,379.8,370.7,433.4,392.6,1,1.0,80.0,120.0,80.0,120.0,120.0,520.0,E,E,B,B,7,C,A,C,D,B,C,B,A,A,A,A,A,A,B,A,A,D,A,B,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,538.0,592.7,513.1,609.2,0,1.0,120.0,160.0,120.0,140.0,160.0,700.0,E,E,D,B,3,D,A,B,C,A,B,B,B,A,A,A,A,A,B,A,A,C,A,A,B
7,M,1,3,1,2,0,2,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,H,F,F,7,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,E,A,A,B
3,M,0,4,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,E,C,B,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,415.4,368.8,490.8,405.4,1,1.0,80.0,120.0,100.0,80.0,60.0,440.0,C,B,C,B,6,B,A,B,C,B,B,B,A,B,B,A,A,A,B,A,A,D,A,A,B
6,M,3,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,471.6,417.9,477.1,399.7,1,1.0,100.0,120.0,100.0,80.0,0.0,400.0,B,E,B,A,5,G,A,B,C,B,A,B,A,B,B,A,A,A,C,A,B,E,A,B,B
4,F,1,2,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,335.1,454.4,477.7,388.5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,B,E,C,B,3,B,A,C,C,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B
8,M,1,3,1,1,4,1,,0,,,,,,,,1200500,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,421.2,380.4,339.6,353.1,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,C,E,A,A,5,C,A,A,B,A,B,A,B,A,A,A,A,A,B,A,A,D,A,A,A
3,M,1,1,4,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,494.0,506.4,,1,1.0,100.0,120.0,100.0,120.0,100.0,540.0,C,C,A,F,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
4,M,3,3,1,1,1,1,,0,,,,,,,,1200609,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,570.8,545.1,548.8,506.1,0,1.0,180.0,200.0,180.0,200.0,200.0,960.0,H,F,F,F,4,B,A,C,C,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
9,M,1,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,B,A,A,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A
8,M,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,619.8,411.4,514.8,558.8,1,1.0,120.0,140.0,120.0,120.0,100.0,600.0,E,E,F,B,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,B,B
2,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,525.6,467.2,482.3,407.9,1,1.0,60.0,40.0,40.0,60.0,0.0,200.0,A,G,F,D,3,A,A,C,D,B,A,B,B,B,B,C,A,A,D,A,B,D,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,434.7,526.0,521.4,422.2,1,1.0,60.0,100.0,80.0,60.0,60.0,360.0,D,C,C,B,4,B,A,B,D,B,A,B,A,B,B,A,A,A,B,A,A,D,A,B,B
15,M,2,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,512.0,0.0,454.9,573.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,F,B,D,B,4,I,A,C,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,A
